,shoe_title,shoe_link,original_price,reduced_price,discount
0,Nike Flex Runner 2,https://www.nike.com/t/flex-runner-2-baby-toddler-shoes-3P1w0c/DJ6039-100,42.0,31.97,23.88095238095238
1,Nike Force 1 Low LV8 2 EasyOn,https://www.nike.com/t/force-1-low-lv8-2-easyon-baby-toddler-shoes-4VjwKp/FN0408-001,65.0,57.97,10.815384615384616
2,Nike Court Borough Low Recraft,https://www.nike.com/t/court-borough-low-recraft-baby-toddler-shoes-vHk7xr/DV5458-004,47.0,40.97,12.829787234042556
3,Nike Court Borough Mid 2,https://www.nike.com/t/court-borough-mid-2-baby-toddler-shoes-K2VTMK/CD7784-115,57.0,49.97,12.333333333333341
4,Nike Blazer Mid '77,https://www.nike.com/t/blazer-mid-77-baby-toddler-shoes-5ghcfw/DA4088-114,65.0,53.97,16.96923076923077
5,Nike Air Max 270,https://www.nike.com/t/air-max-270-baby-toddler-shoes-RWJ69t/HF0098-001,80.0,67.97,15.037500000000003
6,Nike Force 1,https://www.nike.com/t/force-1-baby-toddler-shoes-kJpxBC/CZ1691-109,55.0,38.97,29.14545454545455
7,Nike Sunray Adjust 6,https://www.nike.com/t/sunray-adjust-6-baby-toddler-slides-MW4Lvt/DR5709-002,32.0,24.97,21.968750000000004
8,Nike Blazer Mid,https://www.nike.com/t/blazer-mid-crib-bootie-K8dHZv/DA5536-100,55.0,41.97,23.690909090909095
9,Nike Force 1 Low SE EasyOn,https://www.nike.com/t/force-1-low-se-easyon-baby-toddler-shoes-1957P4/FZ1603-100,65.0,57.97,10.815384615384616
10,Nike Huarache Run 2.0,https://www.nike.com/t/huarache-run-2-baby-toddler-shoes-jH3c9J/FV5604-001,55.0,39.97,27.327272727272735
11,Jordan 1 Mid SE,https://www.nike.com/t/jordan-1-mid-se-baby-toddler-shoes-JMnp8p/BQ6933-007,65.0,52.97,18.507692307692313
12,Nike MD Valiant,https://www.nike.com/t/md-valiant-baby-toddler-shoes-RJGjJs/CN8560-002,50.0,39.97,20.06
13,"Jordan 2 Retro ""Python""",https://www.nike.com/t/jordan-2-retro-python-baby-toddler-shoes-Vh0m0W/DQ8563-102,65.0,48.97,24.66153846153847
14,Jordan 1,https://www.nike.com/t/jordan-1-baby-crib-bootie-bDCbGm/AT3745-007,60.0,33.97,43.38333333333334
15,Sky Jordan 1,https://www.nike.com/t/sky-jordan-1-baby-toddler-shoes-3bHJTr/BQ7196-401,55.0,41.97,23.690909090909095
16,Nike Court Legacy,https://www.nike.com/t/court-legacy-baby-toddler-shoes-NzVpPc/DA5382-005,40.0,35.97,10.075000000000001
17,Nike Court Borough Mid 2 SE,https://www.nike.com/t/court-borough-mid-2-se-baby-toddler-shoes-0VG1tk/FJ9614-200,67.0,58.97,11.985074626865677
18,Stay Loyal 3,https://www.nike.com/t/stay-loyal-3-baby-toddler-shoes-QHkkFC/FB9924-001,55.0,38.97,29.14545454545455
19,Air Max 1 SE EasyOn,https://www.nike.com/t/air-max-1-se-easyon-baby-toddler-shoes-HRKh8d/FN7288-100,70.0,43.97,37.18571428571429
20,Nike Air Max Bolt,https://www.nike.com/t/air-max-bolt-baby-toddler-shoes-mlHLML/CW1629-501,60.0,51.97,13.383333333333336
21,Nike Force 1 LV8,https://www.nike.com/t/force-1-lv8-baby-toddler-shoes-x4Scxt/FQ8352-110,65.0,53.97,16.96923076923077
22,Nike Air Max 270,https://www.nike.com/t/air-max-270-baby-toddler-shoes-qTcCpg/FV7019-001,85.0,63.97,24.741176470588233
23,Nike Force 1 LV8,https://www.nike.com/t/force-1-lv8-baby-toddler-shoes-SNV1Gd/FV4500-423,60.0,42.97,28.38333333333334
