,shoe_title,shoe_link,original_price,reduced_price,discount
0,Nike Flex Runner 2,https://www.nike.com/t/flex-runner-2-baby-toddler-shoes-3P1w0c/DJ6039-100,42.0,31.97,23.88095238095238
1,Nike Force 1 Low LV8 2 EasyOn,https://www.nike.com/t/force-1-low-lv8-2-easyon-baby-toddler-shoes-4VjwKp/FN0408-001,65.0,57.97,10.815384615384616
2,Nike Court Borough Low Recraft,https://www.nike.com/t/court-borough-low-recraft-baby-toddler-shoes-vHk7xr/DV5458-004,47.0,40.97,12.829787234042556
3,Nike Court Borough Mid 2,https://www.nike.com/t/court-borough-mid-2-baby-toddler-shoes-K2VTMK/CD7784-115,57.0,49.97,12.333333333333341
4,Nike Blazer Mid '77,https://www.nike.com/t/blazer-mid-77-baby-toddler-shoes-5ghcfw/DA4088-114,65.0,53.97,16.96923076923077
5,Nike Air Max 270,https://www.nike.com/t/air-max-270-baby-toddler-shoes-RWJ69t/HF0098-001,80.0,67.97,15.037500000000003
6,Nike Force 1,https://www.nike.com/t/force-1-baby-toddler-shoes-kJpxBC/CZ1691-109,55.0,38.97,29.14545454545455
7,Nike Air Max Dawn,https://www.nike.com/t/air-max-dawn-baby-toddler-shoes-KZqx4T/DC9319-002,75.0,45.97,38.70666666666666
8,Nike Free Run 2,https://www.nike.com/t/free-run-2-baby-toddler-shoes-hpV2ks/DA2692-004,47.0,32.97,29.85106382978724
9,Nike Air Max 270,https://www.nike.com/t/air-max-270-baby-toddler-shoe-ch3X2c/DD1646-028,80.0,56.97,28.787499999999998
10,Nike Force 1 LV8,https://www.nike.com/t/force-1-lv8-baby-toddler-shoes-x4Scxt/FQ8352-110,65.0,53.97,16.96923076923077
11,Nike Force 1 Low EasyOn,https://www.nike.com/t/force-1-low-easyon-baby-toddler-shoes-VK956X/FQ6949-001,65.0,46.97,27.738461538461546
12,Tatum 1,https://www.nike.com/t/tatum-1-baby-toddler-shoes-3VRcbk/FV0174-400,55.0,33.97,38.236363636363635
13,Nike Kawa SE,https://www.nike.com/t/kawa-se-baby-toddler-slides-8Z9hdx/DX1979-400,28.0,23.97,14.392857142857151
14,Nike Tanjun EasyOn,https://www.nike.com/t/tanjun-easyon-baby-toddler-shoes-Lpnk7T/DX9043-005,50.0,41.97,16.06000000000001
15,Jordan Max Aura 5,https://www.nike.com/t/jordan-max-aura-5-baby-toddler-shoes-6z9FqV/DZ4355-017,55.0,44.97,18.236363636363638
16,Air Max 1 SE EasyOn,https://www.nike.com/t/air-max-1-se-easyon-baby-toddler-shoes-HRKh8d/FN7288-100,70.0,43.97,37.18571428571429
17,Nike Air Max 270,https://www.nike.com/t/air-max-270-baby-toddler-shoes-qTcCpg/FV7019-001,85.0,63.97,24.741176470588233
18,Jordan 1 Mid SE,https://www.nike.com/t/jordan-1-mid-se-baby-toddler-shoes-JMnp8p/BQ6933-007,65.0,52.97,18.507692307692313
19,Nike Blazer Mid,https://www.nike.com/t/blazer-mid-crib-bootie-K8dHZv/DA5536-100,55.0,41.97,23.690909090909095
20,Nike Revolution 7,https://www.nike.com/t/revolution-7-baby-toddler-shoes-nvbW1K/FB7691-100,50.0,34.97,30.06
21,Stay Loyal 3,https://www.nike.com/t/stay-loyal-3-baby-toddler-shoes-QHkkFC/FB9924-001,55.0,38.97,29.14545454545455
22,Nike Huarache Run 2.0,https://www.nike.com/t/huarache-run-2-baby-toddler-shoes-jH3c9J/FV5604-001,55.0,39.97,27.327272727272735
23,Nike Force 1 LV8,https://www.nike.com/t/force-1-lv8-baby-toddler-shoes-SNV1Gd/FV4500-423,60.0,42.97,28.38333333333334
