,shoe_title,shoe_link,original_price,reduced_price,discount
0,Nike Force 1 Low LV8 2 EasyOn,https://www.nike.com/t/force-1-low-lv8-2-easyon-baby-toddler-shoes-4VjwKp/FN0408-001,65.0,46.97,27.738461538461546
1,Nike Court Borough Low Recraft,https://www.nike.com/t/court-borough-low-recraft-baby-toddler-shoes-vHk7xr/DV5458-004,47.0,32.97,29.85106382978724
2,Nike Blazer Mid '77,https://www.nike.com/t/blazer-mid-77-baby-toddler-shoes-5ghcfw/DA4088-114,65.0,42.97,33.892307692307696
3,Nike Air Max 270,https://www.nike.com/t/air-max-270-baby-toddler-shoes-RWJ69t/HF0098-001,80.0,67.97,15.037500000000003
4,Jordan 1 Mid SE,https://www.nike.com/t/jordan-1-mid-se-baby-toddler-shoes-JMnp8p/FD5462-608,65.0,39.97,38.50769230769231
5,Nike Force 1,https://www.nike.com/t/force-1-baby-toddler-shoes-kJpxBC/CZ1691-109,55.0,38.97,29.14545454545455
6,Air Max 1 SE EasyOn,https://www.nike.com/t/air-max-1-se-easyon-baby-toddler-shoes-HRKh8d/FN7288-100,70.0,43.97,37.18571428571429
7,Nike Force 1 LV8,https://www.nike.com/t/force-1-lv8-baby-toddler-shoes-x4Scxt/FQ8352-110,65.0,53.97,16.96923076923077
8,Nike Huarache Run 2.0,https://www.nike.com/t/huarache-run-2-baby-toddler-shoes-jH3c9J/FV5604-001,55.0,43.97,20.05454545454546
9,Nike Force 1 Low EasyOn,https://www.nike.com/t/force-1-low-easyon-baby-toddler-shoes-VK956X/FQ6949-001,65.0,51.97,20.046153846153846
10,Nike MD Valiant,https://www.nike.com/t/md-valiant-baby-toddler-shoes-RJGjJs/CN8560-002,50.0,39.97,20.06
11,"Jordan 2 Retro ""Python""",https://www.nike.com/t/jordan-2-retro-python-baby-toddler-shoes-Vh0m0W/DQ8563-102,65.0,39.97,38.50769230769231
12,Nike Force 1 Low SE EasyOn,https://www.nike.com/t/force-1-low-se-easyon-baby-toddler-shoes-1957P4/FZ1603-100,65.0,46.97,27.738461538461546
13,Nike Flex Runner 2,https://www.nike.com/t/flex-runner-2-baby-toddler-shoes-3P1w0c/DJ6039-010,42.0,35.97,14.357142857142858
14,Jordan 1,https://www.nike.com/t/jordan-1-baby-crib-bootie-bDCbGm/AT3745-007,60.0,33.97,43.38333333333334
15,Nike Air More Uptempo,https://www.nike.com/t/air-more-uptempo-baby-toddler-shoes-7lsgB8/FJ1388-001,80.0,40.97,48.78750000000001
16,Nike Force 1 LV8 2,https://www.nike.com/t/force-1-lv8-2-baby-toddler-shoes-1wH8bC/DX1886-800,60.0,41.97,30.049999999999997
17,Jordan 11 CMFT Low,https://www.nike.com/t/jordan-11-cmft-low-infant-toddler-shoes-2l78Zq/CZ0906-012,50.0,34.97,30.06
18,Nike Court Legacy,https://www.nike.com/t/court-legacy-baby-toddler-shoes-NzVpPc/DA5382-005,40.0,35.97,10.075000000000001
19,Nike Court Borough Mid 2 SE,https://www.nike.com/t/court-borough-mid-2-se-baby-toddler-shoes-0VG1tk/FJ9614-200,67.0,58.97,11.985074626865677
20,Jordan 1 Low Alt,https://www.nike.com/t/jordan-1-low-alt-baby-toddler-shoes-qNbmtW/DR9747-072,60.0,41.97,30.049999999999997
21,Nike Air Max Bolt,https://www.nike.com/t/air-max-bolt-baby-toddler-shoes-mlHLML/CW1629-501,60.0,51.97,13.383333333333336
22,Jordan 23/7,https://www.nike.com/t/jordan-23-7-baby-toddler-shoes-gjLLn3/DQ9294-602,55.0,46.97,14.600000000000001
23,Nike Air Max 270,https://www.nike.com/t/air-max-270-baby-toddler-shoes-qTcCpg/FV7019-001,85.0,63.97,24.741176470588233
